"","app","category","reviews","installs","type_bin","grupo_edades","genre","size_num_imp","rating_imp","android_ver_imp","ano_act"
"1760","Bullshite!","GAME",48,10000,"0","12+","Card",13000,2.8,4.1,"2016"
"1761","Block Strike","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.5,4.1,"2018"
"1762","Loved by King Bs","FAMILY",5546,100000,"0","4+","Simulation",41465.92,4.6,4,"2018"
"1763","BombSquad Remote","GAME",6673.4316,396371.74,"0","4+","Arcade",1300,4.1,4,"2016"
"1764","BS CS IT & SE","FAMILY",9.00000000000023,1000,"0","4+","Education",6900,4.6,4.1,"2018"
"1765","Marked by King Bs","FAMILY",6673.4316,396371.74,"0","12+","Simulation",41465.92,4.6,4.3,"2017"
"1766","COMSATS BOOK STORE FOR BS(CS)","FAMILY",15,50,"0","4+","Education",41465.92,5,4,"2018"
"1767","BS Meter (Ad Supported)","FAMILY",13.9999999999998,1000,"0","12+","Entertainment",592,3.9,2.2,"2013"
"1768","Simulator Brawl Box for BS","FAMILY",168,5000,"0","4+","Simulation",6400,3.9,4,"2017"
"1769","BS Generator","FAMILY",5,100,"0","4+","Entertainment",3300,4.2,4.4,"2016"
"1770","BS Films","FAMILY",1,100,"0","4+","Entertainment",24000,3.9,4.3,"2017"
"1771","BS Tractor","GAME",3,100,"0","4+","Racing",36000,4.3,4.1,"2017"
"1772","BibApp TU BS","FAMILY",16,1000,"0","4+","Education",3500,3.5,4,"2014"
"1773","King of B.S.","FAMILY",4.00000000000023,100,"0","4+","Education",840,4,4,"2014"
"1774","BS Chopper","GAME",0,100,"0","4+","Racing",41000,4.3,4.1,"2017"
"1775","BS Play","FAMILY",55.9999999999998,5000,"0","4+","Education",1500,3.7,4,"2015"
"1776","B@dL!bs Lite","GAME",10,1000,"0","17+","Word",36000,3.8,4,"2016"
"1777","Beauty Rental Shop","FAMILY",6673.4316,100000,"0","4+","Simulation",41465.92,4.6,4.4,"2018"
"1778","Bsc Agri Notes","FAMILY",301,10000,"0","4+","Education",5600,4.5,4.1,"2018"
"1779","Love Signal: D-Mate","FAMILY",1895,50000,"0","4+","Simulation",41465.92,4.3,4.4,"2018"
"1780","BSC IT","FAMILY",847,10000,"0","4+","Education",21000,4.4,4,"2018"
"1781","Sleeping Delivery","FAMILY",6673.4316,100000,"0","12+","Simulation",41465.92,4.6,4.4,"2018"
"1782","BS Detector - Diss 'n' Gauges","FAMILY",0,50,"1","4+","Entertainment",842,4.6,2.2,"2013"
"1783","BSc Ag Entrance Preparation","FAMILY",138,10000,"0","4+","Education",6200,4.4,4.1,"2018"
"1784","Black Survival","FAMILY",6673.4316,396371.74,"0","12+","Strategy",41465.92,4.4,4,"2018"
"1785","Wifi BT Scanner","FAMILY",2,500,"0","4+","Education",1200,5,4,"2016"
"1786","BT Master","FAMILY",0,100,"0","4+","Education",222,3.2,1.6,"2016"
"1787","Bu the Baby Bunny - Cute pet care game","FAMILY",6673.4316,396371.74,"0","4+","Educational",41465.92,4.4,4.1,"2018"
"1788","Boston University Alumni","FAMILY",5,1000,"0","4+","Education",5200,1.8,4.4,"2017"
"1789","kick the buddy","GAME",294,10000,"0","4+","Arcade",19000,3.3,3,"2018"
"1790","BU Study","FAMILY",7,10,"0","4+","Education",5600,5,4,"2017"
"1791","Bu Hangi Uygulama ?","FAMILY",1,10,"0","4+","Puzzle",24000,4.5,4,"2018"
"1792","BU Mobile","FAMILY",472,10000,"0","4+","Education",4300,4.5,2.3,"2018"
"1793","Barisal University App-BU Face","FAMILY",100,1000,"0","4+","Education",10000,5,4,"2018"
"1794","Pu - Cute giant panda bear, baby pet care game","FAMILY",6673.4316,396371.74,"0","4+","Educational",41465.92,4.5,4.1,"2018"
"1795","BU Students' Rep. Council","FAMILY",38,500,"0","4+","Education",5300,4.7,4,"2018"
"1796","BU Calculator","FAMILY",69,1000,"0","4+","Education",3100,4.6,4,"2017"
"1797","Bu Hangi Firma?","FAMILY",8,100,"0","4+","Trivia",26000,2,4,"2017"
"1798","BU Syllabus","FAMILY",38,1000,"0","4+","Education",6500,4.5,4,"2017"
"1799","Bu Hangi Ünlü?","GAME",1,10,"0","4+","Trivia",19000,3.4,4,"2018"
"1800","Bu Nedir ?","GAME",0,50,"0","4+","Trivia",33000,4.7,4,"2018"
"1801","Kim Bu Youtuber?","FAMILY",11,1000,"0","4+","Puzzle",9200,4.6,4,"2017"
"1802","BU HANGİ ŞARKI ? - 2018","GAME",4.00000000000023,100,"0","4+","Trivia",28000,4.7,4,"2018"
"1803","BU Library","FAMILY",4.00000000000023,1000,"0","4+","Education",21000,3.5,4.3,"2017"
"1804","Bu Hangi Oyun ?","GAME",2,50,"0","4+","Word",26000,3.3,4,"2018"
"1805","Bu Hangi Youtuber ?","GAME",31,1000,"0","4+","Trivia",26000,2,4,"2017"
"1806","Nedir Bu ?","GAME",0,10,"0","4+","Trivia",33000,4.7,4,"2018"
"1807","Bu Hangi Film ?","FAMILY",3,100,"0","4+","Puzzle",25000,4.1,4,"2017"
"1808","Kick the Buddy","GAME",6673.4316,396371.74,"0","12+","Action",9600,4.3,4.4,"2018"
"1809","Bu Hangi Dizi ?","GAME",13.9999999999998,1000,"0","4+","Trivia",19000,4.4,4,"2018"
"1810","Bubble Witch 2 Saga","FAMILY",6673.4316,396371.74,"0","4+","Casual",12000,4.3,4.2,"2018"
"1811","BV Sridhara Maharaj","FAMILY",8,100,"0","4+","Entertainment",2700,5,4.1,"2017"
"1812","Smashy Road: Arena","GAME",6673.4316,396371.74,"0","9+","Action",41465.92,4.3,4.1,"2018"
"1813","Evolution: Battle for Utopia","FAMILY",6673.4316,396371.74,"0","12+","Strategy",27000,4.2,4,"2018"
"1814","BW-Go","GAME",265,1000,"1","4+","Board",1300,4.8,2.3,"2015"
"1815","BW-Go Free","GAME",547,10000,"0","4+","Board",1300,4.6,2.3,"2015"
"1816","BW-Joseki","GAME",705,10000,"0","4+","Board",1800,4.7,4,"2015"
"1817","BW-DGS plugin","GAME",70,1000,"0","4+","Board",691,4.5,4,"2018"
"1818","BW-GnuGo","GAME",64,5000,"0","4+","Board",1300,4.1,2.2,"2013"
"1819","SAP BW Tutorial","FAMILY",11,1000,"0","4+","Education",9400,4,4.1,"2016"
"1820","BW Switch","GAME",1,10,"0","4+","Arcade",13000,3.5,4.1,"2018"
"1821","Tutorials for SAP BW Offline","FAMILY",1,100,"0","4+","Education",16000,4.6,4,"2017"
"1822","Hitman GO","FAMILY",6673.4316,396371.74,"1","9+","Puzzle",23000,4.6,2.3,"2018"
"1823","EBook For SAP BW ON HANA Learning Free","FAMILY",0,50,"0","4+","Education",10000,4.1,4,"2018"
"1824","BX Memo","FAMILY",131,5000,"0","4+","Education",2000,4.3,2.2,"2016"
"1825","bX Hot Articles by Ex Libris","FAMILY",42,5000,"0","4+","Education",554,4.3,2.2,"2017"
"1826","CSHS BX","FAMILY",0,100,"0","4+","Education",18000,3.3,4.4,"2018"
"1827","Car Driving Simulator Citroen","FAMILY",174,10000,"0","4+","Simulation",41465.92,3.8,2.3,"2017"
"1828","C3-C4-PİCASSO-ELYSEE RACİNG","GAME",12,1000,"0","4+","Arcade",41465.92,3.7,4,"2017"
"1829","Water Surfer Floating BMX Bicycle Rider Racing","FAMILY",551,100000,"0","4+","Simulation",38000,4.4,2.3,"2017"
"1830","Driving Cars Simulator Citroen","GAME",3,100,"0","4+","Racing",41465.92,3.1,4.4,"2018"
"1831","RC Monster Truck - Offroad Driving Simulator","GAME",6673.4316,396371.74,"0","4+","Racing",27000,4,4.1,"2018"
"1832","Super Jabber Jump","GAME",6673.4316,396371.74,"0","4+","Arcade",23000,4.3,2.3,"2017"
"1833","Commando Adventure Assassin","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4,4.1,"2018"
"1834","City Builder 2016: County Mall","FAMILY",6673.4316,396371.74,"0","4+","Simulation",41465.92,4.2,4,"2018"
"1835","Train driving simulator","FAMILY",6673.4316,396371.74,"0","12+","Simulation",36000,3.8,4.1,"2018"
"1836","Roulette Advisor LITE","GAME",41.0000000000002,5000,"0","4+","Casino",1400,4.1,3,"2014"
"1837","Mini Motor Racing WRT","GAME",6673.4316,396371.74,"0","4+","Racing",4300,4.2,2.3,"2016"
"1838","BMX Boy Bike Stunt Rider Game","GAME",299,10000,"0","4+","Racing",25000,3.8,4.1,"2017"
"1839","Best Friends Dress Up & Makeup","FAMILY",6673.4316,396371.74,"0","4+","Casual",41465.92,3.7,4,"2015"
"1840","World of Warriors: Duel","GAME",6673.4316,396371.74,"0","9+","Action",36000,4.3,2.3,"2015"
"1841","Driving Zone","GAME",6673.4316,396371.74,"0","4+","Racing",41465.92,4.2,4.1,"2018"
"1842","Quadratic Equation Solver with Steps and Graphs","FAMILY",513,50000,"0","4+","Education",9800,4.7,4,"2017"
"1843","Color by Number – New Coloring Book","GAME",6673.4316,396371.74,"0","9+","Board",24000,4.7,4.1,"2018"
"1844","Car Race by Fun Games For Free","GAME",6673.4316,396371.74,"0","4+","Racing",41465.92,4.3,2.3,"2013"
"1845","Adult Color By Number Book: Number Coloring Pages","FAMILY",2231,396371.74,"0","4+","Entertainment",37000,4.2,4.4,"2018"
"1846","Glitter Color By Number - Glitter Number Coloring","FAMILY",1380,396371.74,"0","4+","Entertainment",6900,3.5,4,"2018"
"1847","Sandbox - Color by Number Coloring Pages","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",10000,4.7,4.4,"2018"
"1848","Sandbox Art-Sandbox Color by Number Coloring Pages","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",15000,4.7,4.1,"2018"
"1849","Art Pixel Coloring. Color by Number.","FAMILY",992,100000,"0","12+","Entertainment",41465.92,4.5,4.2,"2018"
"1850","Color By Number - Sandbox Pixel Coloring Book","FAMILY",6673.4316,396371.74,"0","4+","Casual",24000,4.7,4.4,"2018"
"1851","PixelDot - Color by Number Sandbox Pixel Art","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",7300,4.6,4.3,"2018"
"1852","Slot Machines by IGG","GAME",6673.4316,396371.74,"0","12+","Casino",24000,4.6,2.3,"2018"
"1853","PixPanda - Color by Number Pixel Art Coloring Book","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",14000,4.9,4,"2018"
"1854","Sandbox Number Coloring Book Art - Color By Number","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",18000,4.2,4.1,"2018"
"1855","Adult Color by Number Book - Paint Mandala Pages","FAMILY",997,100000,"0","4+","Entertainment",41465.92,4.3,4.1,"2018"
"1856","No.Color – Color by Number","FAMILY",6673.4316,396371.74,"0","4+","Casual",8800,4.4,4.1,"2018"
"1857","PixBox Coloring - Color by number Sandbox","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",4000,4.5,4,"2018"
"1858","3D Color by Number: Voxel, Unicorn, Pixel Art 3D","FAMILY",2017,100000,"0","4+","Entertainment",13000,4.3,4.1,"2018"
"1859","Pixelmania - Color by number & create pixel art","FAMILY",3588,396371.74,"0","4+","Entertainment",18000,4.4,4.3,"2018"
"1860","Valentines love color by number-Pixel art coloring","FAMILY",767,100000,"0","4+","Entertainment",18000,4.4,4.1,"2018"
"1861","Rized ‼️ Color By Number & Pixel Coloring Book","FAMILY",1279,100000,"0","4+","Casual",13000,3,4.3,"2018"
"1862","Pixyfy: coloring by number coloring book","FAMILY",6673.4316,396371.74,"0","4+","Puzzle",13000,4.8,4,"2018"
"1863","Draw Color by Number - Sandbox Pixel Art","FAMILY",6673.4316,396371.74,"0","4+","Casual",24000,4.7,4.4,"2018"
"1864","Tattoo Color By Number Draw Book Page Pixel Art","FAMILY",309,100000,"0","4+","Entertainment",25000,4,4.1,"2018"
"1865","SegPlay Mobile Paint by Number","FAMILY",1478,100000,"0","4+","Casual",41465.92,3.7,2.3,"2017"
"1866","Paint By Number","FAMILY",807,396371.74,"0","4+","Casual",4600,3.5,3,"2018"
"1867","Color by Disney","FAMILY",5706,396371.74,"0","4+","Entertainment",41465.92,2.7,4.4,"2017"
"1868","Bingo by IGG: Top Bingo+Slots!","GAME",6673.4316,396371.74,"0","12+","Casino",20000,4.7,2.3,"2018"
"1869","Painting By Numbers","FAMILY",213,50000,"0","4+","Puzzle",26000,4.1,4.1,"2018"
"1870","3D Color by Number with Voxels","FAMILY",5481,396371.74,"0","4+","Entertainment",41465.92,4.5,4.4,"2018"
"1871","Butterfly Pixel Art - coloring by number","FAMILY",769,100000,"0","4+","Entertainment",13000,4.6,4.1,"2018"
"1872","Halloween Sandbox Number Coloring- Color By Number","FAMILY",289,100000,"0","4+","Entertainment",19000,4.4,4.1,"2018"
"1873","Poly Art: Paint by Sticker, Color by Number Puzzle","FAMILY",2100,100000,"0","4+","Entertainment",41465.92,4.4,4.1,"2018"
"1874","Pixel art pro-Sand box,paint by number,number draw","FAMILY",2442,100000,"0","4+","Casual",13000,4.5,4,"2018"
"1875","Color by Number: Pixel Art","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",34000,4.6,4.1,"2018"
"1876","UNICORN - Color By Number & Pixel Art Coloring","FAMILY",6673.4316,396371.74,"0","4+","Art & Design",24000,4.7,4.4,"2018"
"1877","FunnyPixels - Color by number Sandbox","FAMILY",1977,100000,"0","4+","Entertainment",3800,4.6,4,"2018"
"1878","Color By Numbers - Art Game for Kids and Adults","FAMILY",305,100000,"0","4+","Educational",8300,3.1,2.3,"2016"
"1879","Voxel - 3D Color by Number & Pixel Coloring Book","GAME",6673.4316,396371.74,"0","4+","Board",41465.92,4.7,4.1,"2018"
"1880","No.Diamond – Colors by Number","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",24000,4.6,4.1,"2018"
"1881","BZ Bingo","FAMILY",1,100,"0","4+","Entertainment",17000,4.8,4,"2018"
"1882","BZ Zombie VR","GAME",12,1000,"0","17+","Action",41465.92,4.4,4.4,"2018"
"1883","BZ Fingers","GAME",15,50,"0","4+","Arcade",3200,4.6,4,"2017"
"1884","Dragon BZ Super Wallpapers","FAMILY",12,1000,"0","4+","Entertainment",13000,4.2,4,"2018"
"1885","TFO BZ Lessons","FAMILY",75,500,"0","4+","Education",3700,4.4,4.1,"2017"
"1886","City Driving Jeep Mania: Parking Passion 2018","FAMILY",36.0000000000002,10000,"0","4+","Simulation",24000,4.4,4,"2018"
"1887","Sniper Gun Shot 3D: Impossible Missions","GAME",20,100,"0","17+","Action",34000,4.6,4,"2018"
"1888","Elite Commando Shooting War","GAME",13.9999999999998,100,"0","12+","Action",41465.92,4.5,4,"2018"
"1889","Contractor City Construction - Heavy Logistics","FAMILY",31,5000,"0","4+","Simulation",35000,4.2,4,"2018"
"1890","Park Limousine: Realistic Limo Parking Simulator","FAMILY",4.00000000000023,1000,"0","4+","Simulation",25000,4.8,4,"2018"
"1891","Animal Hunting: Sniper Shooting","GAME",0,50,"0","12+","Action",41465.92,3.9,4,"2018"
"1892","Filmi Gaane","FAMILY",572,100000,"0","4+","Entertainment",20000,4.4,4.3,"2017"
"1893","CA Lottery Official App","FAMILY",6673.4316,396371.74,"0","12+","Entertainment",26000,4.2,4.4,"2018"
"1894","CA Technologies","FAMILY",1,100,"0","4+","Puzzle",41465.92,4.3,4.1,"2017"
"1895","CB Outdoors","FAMILY",5,1000,"0","4+","Education",12000,3.8,4,"2017"
"1896","WRLP CB Repeater","FAMILY",13.9999999999998,1000,"0","12+","Entertainment",4900,4,2.1,"2018"
"1897","CB STARS","FAMILY",1,10,"0","4+","Education",1800,4.2,1.6,"2017"
"1898","CB TV","FAMILY",2,100,"0","12+","Strategy",1900,3.6,4,"2016"
"1899","CB News","FAMILY",7,50,"0","4+","Education",20000,5,4.1,"2016"
"1900","CB Register","FAMILY",1,10,"0","4+","Entertainment",5600,5,4.1,"2018"
"1901","Creative Destruction","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.4,4,"2018"
"1902","Sonic CD Classic","GAME",6673.4316,396371.74,"0","4+","Action",15000,4.6,4.2,"2018"
"1903","ARK: Survival Evolved","GAME",6673.4316,396371.74,"0","12+","Adventure",36000,3.8,7,"2018"
"1904","CD CHOICE TUBE","FAMILY",10,500,"0","4+","Entertainment",5800,5,4.1,"2017"
"1905","CD - Teach me ABC English L1","FAMILY",2,500,"0","4+","Education",41465.92,4.2,4,"2017"
"1906","CD Carpe Diem App","FAMILY",17,100,"0","4+","Education",27000,4.7,4.1,"2018"
"1907","Yazdani Cd Center EllahAbad Official App","FAMILY",8,500,"0","4+","Entertainment",3800,5,4,"2018"
"1908","CE Broker","FAMILY",190,10000,"0","4+","Education",12000,3.7,4.4,"2017"
"1909","PAC-MAN CE DX","GAME",1692,10000,"1","4+","Arcade",36000,4.5,4,"2018"
"1910","CEHQ - CE Credits for Nurses","FAMILY",12,1000,"0","4+","Education",4000,4.5,5,"2018"
"1911","Theatre of the Absurd CE(Full)","FAMILY",1143,10000,"1","9+","Casual",15000,4.1,2,"2013"
"1912","Professor Online SEDUC-CE","FAMILY",188,10000,"0","4+","Education",4600,4.1,4.1,"2018"
"1913","ABAI CE Scanner","FAMILY",0,1000,"0","4+","Education",4300,5,4.1,"2018"
"1914","TI-84 CE Graphing Calculator Manual TI 84","FAMILY",1,100,"1","4+","Education",27000,5,4.1,"2018"
"1915","Shiver: Moonlit Grove CE","FAMILY",3433,50000,"0","9+","Casual",23000,4.1,2.3,"2016"
"1916","Beast of Lycan Isle CE","FAMILY",2683,50000,"0","9+","Casual",20000,4.1,2.3,"2014"
"1917","QUI EST CE ?","FAMILY",7,1000,"0","4+","Puzzle",5400,4.5,2.2,"2015"
"1918","Grim Tales: The Wishes CE","GAME",4923,100000,"0","9+","Adventure",20000,4.3,2.3,"2015"
"1919","AC CE BJT Actorial","FAMILY",1,50,"1","4+","Education",1400,3.8,1.6,"2015"
"1920","MCQ CE IT","FAMILY",22,1000,"0","4+","Education",3600,5,4.4,"2017"
"1921","Placement Tips for BE (CE/IT)","FAMILY",7,500,"0","4+","Education",6300,4.4,4,"2016"
"1922","Depths of Betrayal CE (Full)","FAMILY",363,1000,"1","9+","Casual",14000,4.3,2.3,"2013"
"1923","CE-STRONG","FAMILY",0,100,"0","4+","Education",16000,3.3,4,"2016"
"1924","Magana Jari ce Littafi Na Uku : Part 3 of 3","FAMILY",65,5000,"0","4+","Education",41465.92,4.8,4,"2017"
"1925","Qu'est ce qui est jaune et qui attend ?","FAMILY",10,500,"0","4+","Entertainment",3000,4.8,4.4,"2017"
"1926","Führerschein Klasse CE, LKW 2018","FAMILY",57,1000,"1","4+","Education",27000,3.6,2.3,"2018"
"1927","CrossFire: Legends","GAME",6673.4316,396371.74,"0","12+","Action",29000,4.3,4,"2018"
"1928","CF Life","FAMILY",4.00000000000023,100,"0","4+","Education",8300,5,4.1,"2018"
"1929","Special Forces Group 2","GAME",6673.4316,396371.74,"0","17+","Action",29000,4.6,4,"2018"
"1930","CF Church","FAMILY",1,50,"0","12+","Education",8700,4.3,4.1,"2018"
"1931","Motocross Motorbike Simulator Offroad","GAME",6673.4316,396371.74,"0","4+","Racing",16000,3.6,2.3,"2017"
"1932","All Info about Cg","FAMILY",15,1000,"0","12+","Education",4100,4.7,2.3,"2017"
"1933","cg guruji","FAMILY",170,10000,"0","4+","Education",4100,4.5,2.3,"2017"
"1934","CG Yojna & Jansampark","FAMILY",54,5000,"0","12+","Education",4100,4,2.3,"2017"
"1935","CG Job Alerts","FAMILY",116,10000,"0","4+","Education",4100,4.2,2.3,"2017"
"1936","CG Samanya Gyan","FAMILY",145,10000,"0","12+","Education",4100,4.2,2.3,"2017"
"1937","CG Wallpapers","FAMILY",11,500,"0","17+","Entertainment",3500,4.5,4,"2018"
"1938","Best CG Backgrounds","FAMILY",8,500,"0","4+","Entertainment",3700,3.6,4,"2018"
"1939","Amazing CG Backgrounds","FAMILY",34,1000,"0","4+","Entertainment",4000,4.2,4,"2018"
"1940","CG FM","FAMILY",2,500,"0","4+","Entertainment",6600,5,4.1,"2018"
"1941","ASCP® CG Exam Flashcards 2018","FAMILY",0,100,"0","4+","Education",4100,4.6,4.3,"2017"
"1942","Best CG views","FAMILY",4.00000000000023,100,"0","12+","Entertainment",2500,4.2,3,"2015"
"1943","Best CG Photography","FAMILY",1,500,"0","9+","Entertainment",2500,4.3,3,"2015"
"1944","BF CG View Wallpapers","FAMILY",13,1000,"0","12+","Entertainment",2500,3.6,3,"2015"
"1945","CG Sanyukt Bharti Pariksha 2018","FAMILY",13.9999999999998,1000,"0","12+","Education",4300,4.3,2.3,"2018"
"1946","CG Shikshak","FAMILY",211,10000,"0","4+","Education",6800,4.4,4,"2016"
"1947","CG Backgrounds","FAMILY",8,500,"0","4+","Entertainment",3600,4,4,"2018"
"1948","CG - Chemistry free","FAMILY",7,1000,"0","4+","Education",2300,5,4,"2018"
"1949","CG Jobs","FAMILY",8,10,"0","4+","Education",14000,5,4.2,"2018"
"1950","music (CG)","FAMILY",0,50,"0","4+","Entertainment",41465.92,4.6,4.1,"2018"
"1951","CG Patwari Exam","FAMILY",28,1000,"0","12+","Education",4100,3.8,2.3,"2017"
"1952","BF CG Abstract Pictures","FAMILY",6,1000,"0","12+","Entertainment",2500,4.7,3,"2015"
"1953","CG JOKES - Copy & Share","FAMILY",31,1000,"0","4+","Entertainment",4300,4.4,4,"2018"
"1954","OurHome – chores, rewards, groceries and calendar","FAMILY",3146,100000,"0","4+","Lifestyle",4600,4.3,4.1,"2018"
"1955","Dots puzzle","FAMILY",179,50000,"1","4+","Puzzle",14000,4,4,"2018"
"1956","Flo's CH Boss Timer","FAMILY",163,1000,"0","4+","Role Playing",3400,3.5,4,"2017"
"1957","Reading Race 1b: sh, ch words","FAMILY",2,50,"1","4+","Educational",41465.92,4.6,4,"2016"
"1958","Speech Therapy: CH","FAMILY",0,10,"1","4+","Education",14000,4.6,2.3,"2016"
"1959","boattheory.ch Full 2018","FAMILY",54,1000,"1","4+","Education",41465.92,4.7,4.2,"2017"
"1960","waut.ch!","FAMILY",10,100,"0","4+","Educational",2500,4.5,2,"2018"
"1961","DRAGON QUEST IV","FAMILY",1647,10000,"1","4+","Role Playing",16000,4.7,2.3,"2017"
"1962","Sermon on Proverbs CH Spurgeon","GAME",35,10000,"0","4+","Trivia",3100,4.8,4,"2016"
"1963","ci","FAMILY",1691,396371.74,"0","4+","Strategy",5800,3,4,"2016"
"1964","CI MOBI","FAMILY",108,5000,"0","4+","Education",41465.92,4.3,4,"2017"
"1965","CI Crew","FAMILY",1,100,"0","4+","Entertainment",30000,3.6,2.3,"2018"
"1966","CI Dictionary","FAMILY",31,1000,"0","4+","Education",3200,4.6,4,"2015"
"1967","C I Patel School","FAMILY",101,1000,"0","4+","Education",5100,4.1,4,"2017"
"1968","Bonjour 2017 Abidjan CI ❤❤❤❤❤","FAMILY",235,10000,"0","4+","Entertainment",3300,4.4,2,"2017"
"1969","Chicken Invaders 3","GAME",6673.4316,396371.74,"0","4+","Arcade",20000,4.2,2.3,"2018"
"1970","Trovami se ci riesci","GAME",11,10,"0","4+","Arcade",6100,5,2.3,"2017"
"1971","SimCity BuildIt","FAMILY",6673.4316,396371.74,"0","9+","Simulation",41465.92,4.5,4,"2018"
"1972","Test de Inteligencia CI","FAMILY",21,5000,"0","4+","Education",2100,2.9,2.3,"2015"
"1973","Calculate My IQ","FAMILY",44,10000,"0","4+","Entertainment",7200,4,2.3,"2017"
"1974","South Park: Phone Destroyer™","FAMILY",6673.4316,396371.74,"0","17+","Strategy",41465.92,4.4,4.4,"2018"
"1975","CJ SO COOL","FAMILY",145,10000,"0","4+","Entertainment",14000,4.5,4.2,"2018"
"1976","CJ: Strike Back","GAME",6673.4316,396371.74,"0","4+","Action",6900,4.3,2,"2012"
"1977","The Grand Wars: San Andreas","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,3.9,2.3,"2017"
"1978","CJ Fallon eBook Reader","FAMILY",76,5000,"0","4+","Education",14000,1.9,3,"2014"
"1979","Grand Theft Auto: San Andreas","GAME",6673.4316,396371.74,"1","17+","Action",26000,4.4,3,"2015"
"1980","The Grand Way","GAME",1995,396371.74,"0","12+","Action",41465.92,3.9,4.1,"2018"
"1981","San Andreas City : Auto Theft Car gangster","GAME",923,100000,"0","12+","Action",41465.92,3.9,4.1,"2018"
"1982","Miami Crime Vice Town","GAME",6673.4316,396371.74,"0","17+","Action",41465.92,4.1,2.3,"2017"
"1983","CJ Poker Odds Calculator","GAME",207,50000,"0","4+","Card",116,4.1,1.6,"2011"
"1984","Gangster City Auto Theft","GAME",350,50000,"0","4+","Action",41465.92,4.3,4,"2018"
